STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370605,3.3,139,44
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370606,0,206,39
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370607,7.1,178,89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370608,0,178,72
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370609,0,200,67
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370610,7.6,200,83
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370611,8.6,167,39
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370612,31.2,156,72
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370613,4.3,200,83
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370614,0,233,89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370615,1.3,261,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370616,6.9,294,133
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370617,0.3,233,94
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370618,0,222,89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370619,0,222,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370620,0,250,128
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370621,0,350,161
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370622,6.6,311,167
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370623,3,278,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370624,0,200,61
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370625,0,222,56
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370626,0,272,67
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370627,0,283,117
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370628,0,328,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370629,0,367,167
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370630,0,367,194
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370701,0,339,150
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370702,0,333,133
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370703,0,311,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370704,0,383,206
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370705,1.8,356,206
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370706,2.3,244,128
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370707,0,311,133
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370708,0,311,133
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370709,0,311,194
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370710,0,339,150
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370711,0,339,156
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370712,0.3,278,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370713,3,256,150
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370714,16,233,150
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370715,0.3,211,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370716,0,228,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370717,0,278,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370718,0,311,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370719,0,328,172
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370720,0,328,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370721,0,344,128
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370722,0,333,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370723,0,344,128
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370724,0,333,150
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370725,0,344,139
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370726,0,333,178
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370727,0,294,133
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370728,3.3,328,167
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370729,1.3,300,144
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370730,1.5,333,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370731,6.6,267,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370801,8.4,178,94
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370802,0,206,67
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370803,0,278,83
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370804,0,306,128
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370805,0,333,139
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370806,0,322,139
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370807,0,261,117
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370808,0,306,133
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370809,1,278,139
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370810,0,267,128
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370811,0,289,144
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370812,0,322,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370813,0,344,144
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370814,0,333,144
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370815,0,294,100
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370816,0,289,61
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370817,0,344,106
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370818,0,322,133
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370819,0,278,111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370820,0,289,56
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370821,0,328,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370822,0,344,128
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370823,0,333,106
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370824,0,244,83
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370825,0,300,106
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370826,0,339,100
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370827,0,328,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370828,6.1,278,78
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370829,0,217,33
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370830,0,267,100
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370831,0,239,89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370901,0,256,78
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370902,0,311,117
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370903,0,300,72
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370904,0,239,83
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370905,6.9,206,94
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370906,0.3,167,89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370907,0,261,72
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370908,0,267,78
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370909,0,278,122
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370910,0,256,89
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19370911,0,300,89
