STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN,TOBS
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930101,104,67,-33,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930102,0,72,-22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930103,10,-22,-139,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930104,0,-67,-144,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930105,0,-33,-94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930106,20,-44,-117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930107,8,-50,-117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930108,10,-61,-122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930109,20,-39,-128,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930110,15,-67,-211,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930111,0,-133,-211,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930112,25,-100,-183,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930113,15,-122,-189,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930114,15,-122,-178,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930115,3,-128,-161,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930116,0,-111,-233,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930117,0,-56,-244,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930118,0,-83,-194,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930119,3,-28,-100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930120,0,-67,-100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930121,8,-44,-106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930122,0,-11,-161,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930123,0,33,-44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930124,3,0,-56,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930125,0,-6,-56,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930126,0,61,-83,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930127,0,0,-100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930128,0,0,-100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930129,25,67,-22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930130,25,-22,-78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930131,25,-33,-78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930201,107,28,-78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930202,36,0,-83,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930203,8,50,-78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930204,0,-61,-161,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930205,0,-61,-172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930206,18,50,-83,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930207,23,67,-106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930208,0,-72,-144,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930209,-9999,6,-150,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930210,74,94,-22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930211,0,0,-33,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930212,0,11,-78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930213,127,-6,-39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930214,41,39,-33,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930215,0,67,0,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930216,0,11,-61,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930217,25,-61,-156,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930218,69,-61,-111,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930219,5,-22,-89,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930220,15,-56,-183,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930221,8,-50,-156,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930222,5,-56,-83,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930223,13,-17,-72,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930224,18,0,-78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930225,20,6,-122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930226,0,6,-72,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930227,0,17,-172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930228,8,6,-117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930301,0,33,-39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930302,0,11,-61,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930303,0,22,-89,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930304,33,0,-111,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930305,0,-39,-122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930306,0,22,-72,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930307,3,67,-39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930308,0,111,-72,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930309,269,56,6,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930310,0,67,-17,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930311,0,39,11,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930312,53,67,22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930313,8,39,0,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930314,64,67,-11,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930315,5,6,-111,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930316,0,-50,-122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930317,0,17,-89,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930318,0,-33,-94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930319,0,11,-122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930320,0,78,-33,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930321,18,94,11,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930322,76,0,-78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930323,76,17,-72,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930324,0,117,6,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930325,0,94,-6,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930326,13,28,-17,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930327,0,50,-61,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930328,0,-11,-78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930329,0,61,-106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930330,15,50,0,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930331,0,100,0,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930401,3,161,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930402,0,72,-28,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930403,0,156,-22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930404,13,228,78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930405,0,100,0,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930406,74,44,-17,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930407,188,28,-22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930408,56,178,28,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930409,0,78,17,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930410,0,61,0,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930411,0,144,-28,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930412,10,89,61,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930413,25,239,67,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930414,89,128,-6,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930415,114,6,-17,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930416,0,83,-28,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930417,38,133,0,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930418,0,100,0,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930419,0,111,-39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930420,117,33,6,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930421,137,161,22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930422,8,67,22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930423,15,78,22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930424,0,128,11,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930425,25,83,6,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930426,0,150,-39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930427,0,128,28,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930428,0,183,22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930429,0,128,39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930430,51,167,39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930501,150,183,78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930502,0,189,100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930503,81,133,72,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930504,503,72,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930505,43,111,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930506,8,111,56,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930507,0,133,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930508,0,194,11,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930509,0,228,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930510,0,250,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930511,0,289,78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930512,0,283,139,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930513,0,228,89,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930514,48,150,100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930515,46,250,111,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930516,330,161,122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930517,5,122,78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930518,36,89,61,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930519,0,133,22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930520,0,261,22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930521,0,256,156,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930522,0,267,67,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930523,137,306,144,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930524,0,172,72,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930525,0,267,78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930526,81,139,33,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930527,66,167,78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930528,0,167,83,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930529,0,217,33,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930530,0,233,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930531,0,228,61,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930601,0,211,133,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930602,20,233,167,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930603,0,267,178,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930604,0,294,194,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930605,84,300,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930606,51,233,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930607,0,217,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930608,0,261,78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930609,0,289,139,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930610,0,294,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930611,0,283,133,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930612,0,233,111,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930613,0,261,139,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930614,0,300,139,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930615,0,311,150,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930616,20,272,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930617,0,294,150,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930618,0,311,156,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930619,0,322,150,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930620,0,339,161,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930621,152,289,194,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930622,142,289,183,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930623,0,228,139,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930624,0,261,100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930625,0,250,128,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930626,89,244,156,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930627,0,189,133,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930628,0,217,117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930629,0,244,100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930630,0,256,111,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930701,0,289,122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930702,0,289,122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930703,178,244,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930704,0,217,128,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930705,36,278,133,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930706,0,233,161,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930707,0,283,122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930708,686,311,194,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930709,0,228,161,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930710,0,228,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930711,0,261,83,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930712,33,261,150,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930713,30,272,194,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930714,0,272,189,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930715,97,294,206,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930716,0,289,200,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930717,3,283,200,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930718,0,272,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930719,0,244,156,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930720,0,261,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930721,0,300,117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930722,178,311,183,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930723,0,206,133,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930724,0,222,72,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930725,0,333,111,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930726,5,311,222,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930727,0,233,156,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930728,0,228,89,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930729,58,272,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930730,0,283,133,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930731,0,294,189,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930801,0,244,167,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930802,0,250,122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930803,0,306,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930804,0,278,178,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930805,13,311,161,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930806,64,211,144,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930807,20,194,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930808,0,256,122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930809,0,317,122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930810,0,322,183,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930811,0,328,189,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930812,0,244,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930813,0,183,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930814,0,222,61,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930815,0,261,89,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930816,0,289,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930817,130,244,167,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930818,13,233,156,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930819,0,233,122,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930820,0,239,161,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930821,0,228,150,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930822,0,239,100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930823,0,278,133,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930824,330,189,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930825,25,306,194,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930826,0,261,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930827,69,289,178,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930828,0,272,200,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930829,318,228,139,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930830,0,200,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930831,0,217,89,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930901,0,222,89,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930902,0,172,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930903,0,200,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930904,0,211,117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930905,0,267,139,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930906,0,189,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930907,508,194,83,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930908,0,161,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930909,0,222,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930910,0,228,128,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930911,0,211,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930912,0,189,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930913,10,217,144,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930914,0,228,178,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930915,267,211,172,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930916,89,183,100,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930917,0,172,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930918,23,156,78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930919,53,244,144,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930920,0,200,117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930921,0,172,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930922,0,228,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930923,10,167,61,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930924,0,178,67,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930925,97,189,117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930926,0,128,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930927,0,144,39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930928,5,144,67,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930929,51,100,56,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18930930,0,128,44,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931001,0,133,22,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931002,0,172,39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931003,0,233,50,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931004,51,172,128,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931005,0,178,117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931006,0,172,78,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931007,0,183,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931008,0,194,50,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931009,0,233,117,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931010,0,144,56,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931011,0,228,11,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931012,0,244,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931013,51,194,106,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931014,277,200,94,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931015,25,100,50,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931016,0,56,-6,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931017,0,156,-39,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931018,0,150,6,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931019,0,150,-11,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931020,0,139,89,-9999
GHCND:USC00304174,ITHACA CORNELL UNIVERSITY NY US,18931021,0,194,89,-9999
